source_path,save_file,split
files/challenge-2021/1.0.3/training/georgia/g2/E01648,physionet2021_georgia_g2_E01648.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01544,physionet2021_georgia_g2_E01544.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01497,physionet2021_georgia_g2_E01497.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01498,physionet2021_georgia_g2_E01498.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01256,physionet2021_georgia_g2_E01256.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01696,physionet2021_georgia_g2_E01696.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01501,physionet2021_georgia_g2_E01501.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01852,physionet2021_georgia_g2_E01852.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01995,physionet2021_georgia_g2_E01995.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01362,physionet2021_georgia_g2_E01362.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01430,physionet2021_georgia_g2_E01430.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01446,physionet2021_georgia_g2_E01446.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01721,physionet2021_georgia_g2_E01721.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01912,physionet2021_georgia_g2_E01912.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01633,physionet2021_georgia_g2_E01633.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01159,physionet2021_georgia_g2_E01159.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01106,physionet2021_georgia_g2_E01106.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01523,physionet2021_georgia_g2_E01523.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01591,physionet2021_georgia_g2_E01591.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01009,physionet2021_georgia_g2_E01009.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01493,physionet2021_georgia_g2_E01493.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01175,physionet2021_georgia_g2_E01175.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01718,physionet2021_georgia_g2_E01718.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01520,physionet2021_georgia_g2_E01520.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01552,physionet2021_georgia_g2_E01552.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01376,physionet2021_georgia_g2_E01376.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01920,physionet2021_georgia_g2_E01920.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01344,physionet2021_georgia_g2_E01344.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01151,physionet2021_georgia_g2_E01151.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01882,physionet2021_georgia_g2_E01882.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01655,physionet2021_georgia_g2_E01655.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01127,physionet2021_georgia_g2_E01127.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01244,physionet2021_georgia_g2_E01244.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01131,physionet2021_georgia_g2_E01131.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01210,physionet2021_georgia_g2_E01210.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01767,physionet2021_georgia_g2_E01767.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01054,physionet2021_georgia_g2_E01054.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01663,physionet2021_georgia_g2_E01663.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01478,physionet2021_georgia_g2_E01478.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01195,physionet2021_georgia_g2_E01195.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01137,physionet2021_georgia_g2_E01137.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01691,physionet2021_georgia_g2_E01691.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01315,physionet2021_georgia_g2_E01315.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01239,physionet2021_georgia_g2_E01239.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01596,physionet2021_georgia_g2_E01596.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01025,physionet2021_georgia_g2_E01025.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01757,physionet2021_georgia_g2_E01757.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01572,physionet2021_georgia_g2_E01572.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01517,physionet2021_georgia_g2_E01517.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01786,physionet2021_georgia_g2_E01786.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01646,physionet2021_georgia_g2_E01646.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01274,physionet2021_georgia_g2_E01274.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01782,physionet2021_georgia_g2_E01782.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01815,physionet2021_georgia_g2_E01815.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01102,physionet2021_georgia_g2_E01102.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01979,physionet2021_georgia_g2_E01979.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01225,physionet2021_georgia_g2_E01225.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01723,physionet2021_georgia_g2_E01723.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01080,physionet2021_georgia_g2_E01080.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01959,physionet2021_georgia_g2_E01959.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01230,physionet2021_georgia_g2_E01230.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01243,physionet2021_georgia_g2_E01243.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01587,physionet2021_georgia_g2_E01587.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01242,physionet2021_georgia_g2_E01242.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01908,physionet2021_georgia_g2_E01908.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01828,physionet2021_georgia_g2_E01828.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01314,physionet2021_georgia_g2_E01314.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01945,physionet2021_georgia_g2_E01945.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01800,physionet2021_georgia_g2_E01800.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01325,physionet2021_georgia_g2_E01325.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01097,physionet2021_georgia_g2_E01097.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01734,physionet2021_georgia_g2_E01734.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01505,physionet2021_georgia_g2_E01505.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01515,physionet2021_georgia_g2_E01515.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01098,physionet2021_georgia_g2_E01098.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01575,physionet2021_georgia_g2_E01575.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01622,physionet2021_georgia_g2_E01622.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01949,physionet2021_georgia_g2_E01949.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01015,physionet2021_georgia_g2_E01015.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01838,physionet2021_georgia_g2_E01838.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01750,physionet2021_georgia_g2_E01750.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01593,physionet2021_georgia_g2_E01593.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01699,physionet2021_georgia_g2_E01699.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01744,physionet2021_georgia_g2_E01744.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01990,physionet2021_georgia_g2_E01990.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01732,physionet2021_georgia_g2_E01732.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01747,physionet2021_georgia_g2_E01747.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01565,physionet2021_georgia_g2_E01565.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01040,physionet2021_georgia_g2_E01040.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01710,physionet2021_georgia_g2_E01710.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01621,physionet2021_georgia_g2_E01621.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01291,physionet2021_georgia_g2_E01291.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01818,physionet2021_georgia_g2_E01818.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01955,physionet2021_georgia_g2_E01955.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01981,physionet2021_georgia_g2_E01981.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01561,physionet2021_georgia_g2_E01561.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01429,physionet2021_georgia_g2_E01429.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01606,physionet2021_georgia_g2_E01606.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01181,physionet2021_georgia_g2_E01181.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01793,physionet2021_georgia_g2_E01793.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01423,physionet2021_georgia_g2_E01423.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01640,physionet2021_georgia_g2_E01640.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01209,physionet2021_georgia_g2_E01209.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01843,physionet2021_georgia_g2_E01843.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01289,physionet2021_georgia_g2_E01289.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01138,physionet2021_georgia_g2_E01138.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01632,physionet2021_georgia_g2_E01632.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01934,physionet2021_georgia_g2_E01934.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01081,physionet2021_georgia_g2_E01081.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01553,physionet2021_georgia_g2_E01553.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01674,physionet2021_georgia_g2_E01674.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01267,physionet2021_georgia_g2_E01267.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01003,physionet2021_georgia_g2_E01003.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01768,physionet2021_georgia_g2_E01768.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01641,physionet2021_georgia_g2_E01641.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01200,physionet2021_georgia_g2_E01200.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01271,physionet2021_georgia_g2_E01271.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01082,physionet2021_georgia_g2_E01082.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01677,physionet2021_georgia_g2_E01677.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01233,physionet2021_georgia_g2_E01233.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01247,physionet2021_georgia_g2_E01247.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01381,physionet2021_georgia_g2_E01381.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01736,physionet2021_georgia_g2_E01736.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01353,physionet2021_georgia_g2_E01353.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01693,physionet2021_georgia_g2_E01693.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01050,physionet2021_georgia_g2_E01050.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01123,physionet2021_georgia_g2_E01123.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01154,physionet2021_georgia_g2_E01154.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01508,physionet2021_georgia_g2_E01508.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01249,physionet2021_georgia_g2_E01249.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01331,physionet2021_georgia_g2_E01331.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01836,physionet2021_georgia_g2_E01836.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01686,physionet2021_georgia_g2_E01686.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01378,physionet2021_georgia_g2_E01378.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01731,physionet2021_georgia_g2_E01731.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01556,physionet2021_georgia_g2_E01556.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01269,physionet2021_georgia_g2_E01269.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01076,physionet2021_georgia_g2_E01076.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01051,physionet2021_georgia_g2_E01051.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01901,physionet2021_georgia_g2_E01901.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01966,physionet2021_georgia_g2_E01966.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01171,physionet2021_georgia_g2_E01171.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01637,physionet2021_georgia_g2_E01637.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01065,physionet2021_georgia_g2_E01065.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01270,physionet2021_georgia_g2_E01270.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01896,physionet2021_georgia_g2_E01896.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01005,physionet2021_georgia_g2_E01005.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01186,physionet2021_georgia_g2_E01186.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01940,physionet2021_georgia_g2_E01940.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01598,physionet2021_georgia_g2_E01598.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01887,physionet2021_georgia_g2_E01887.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01538,physionet2021_georgia_g2_E01538.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01207,physionet2021_georgia_g2_E01207.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01802,physionet2021_georgia_g2_E01802.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01008,physionet2021_georgia_g2_E01008.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01914,physionet2021_georgia_g2_E01914.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01947,physionet2021_georgia_g2_E01947.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01819,physionet2021_georgia_g2_E01819.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01708,physionet2021_georgia_g2_E01708.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01330,physionet2021_georgia_g2_E01330.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01024,physionet2021_georgia_g2_E01024.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01044,physionet2021_georgia_g2_E01044.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01885,physionet2021_georgia_g2_E01885.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01670,physionet2021_georgia_g2_E01670.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01486,physionet2021_georgia_g2_E01486.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01334,physionet2021_georgia_g2_E01334.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01329,physionet2021_georgia_g2_E01329.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01594,physionet2021_georgia_g2_E01594.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01874,physionet2021_georgia_g2_E01874.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01166,physionet2021_georgia_g2_E01166.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01902,physionet2021_georgia_g2_E01902.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01101,physionet2021_georgia_g2_E01101.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01781,physionet2021_georgia_g2_E01781.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01302,physionet2021_georgia_g2_E01302.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01892,physionet2021_georgia_g2_E01892.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01729,physionet2021_georgia_g2_E01729.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01982,physionet2021_georgia_g2_E01982.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01093,physionet2021_georgia_g2_E01093.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01502,physionet2021_georgia_g2_E01502.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01374,physionet2021_georgia_g2_E01374.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01377,physionet2021_georgia_g2_E01377.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01317,physionet2021_georgia_g2_E01317.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01241,physionet2021_georgia_g2_E01241.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01275,physionet2021_georgia_g2_E01275.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01196,physionet2021_georgia_g2_E01196.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01867,physionet2021_georgia_g2_E01867.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01419,physionet2021_georgia_g2_E01419.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01586,physionet2021_georgia_g2_E01586.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01983,physionet2021_georgia_g2_E01983.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01664,physionet2021_georgia_g2_E01664.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01300,physionet2021_georgia_g2_E01300.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01766,physionet2021_georgia_g2_E01766.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01630,physionet2021_georgia_g2_E01630.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01551,physionet2021_georgia_g2_E01551.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01161,physionet2021_georgia_g2_E01161.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01844,physionet2021_georgia_g2_E01844.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01391,physionet2021_georgia_g2_E01391.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01258,physionet2021_georgia_g2_E01258.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01077,physionet2021_georgia_g2_E01077.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01742,physionet2021_georgia_g2_E01742.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01313,physionet2021_georgia_g2_E01313.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01761,physionet2021_georgia_g2_E01761.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01410,physionet2021_georgia_g2_E01410.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01201,physionet2021_georgia_g2_E01201.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01539,physionet2021_georgia_g2_E01539.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01434,physionet2021_georgia_g2_E01434.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01820,physionet2021_georgia_g2_E01820.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01727,physionet2021_georgia_g2_E01727.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01083,physionet2021_georgia_g2_E01083.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01967,physionet2021_georgia_g2_E01967.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01440,physionet2021_georgia_g2_E01440.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01488,physionet2021_georgia_g2_E01488.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01603,physionet2021_georgia_g2_E01603.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01022,physionet2021_georgia_g2_E01022.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01356,physionet2021_georgia_g2_E01356.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01884,physionet2021_georgia_g2_E01884.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01592,physionet2021_georgia_g2_E01592.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01835,physionet2021_georgia_g2_E01835.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01343,physionet2021_georgia_g2_E01343.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01625,physionet2021_georgia_g2_E01625.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01666,physionet2021_georgia_g2_E01666.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01034,physionet2021_georgia_g2_E01034.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01121,physionet2021_georgia_g2_E01121.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01132,physionet2021_georgia_g2_E01132.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01760,physionet2021_georgia_g2_E01760.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01577,physionet2021_georgia_g2_E01577.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01066,physionet2021_georgia_g2_E01066.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01364,physionet2021_georgia_g2_E01364.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01293,physionet2021_georgia_g2_E01293.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01287,physionet2021_georgia_g2_E01287.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01311,physionet2021_georgia_g2_E01311.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01002,physionet2021_georgia_g2_E01002.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01041,physionet2021_georgia_g2_E01041.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01804,physionet2021_georgia_g2_E01804.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01953,physionet2021_georgia_g2_E01953.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01671,physionet2021_georgia_g2_E01671.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01797,physionet2021_georgia_g2_E01797.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01611,physionet2021_georgia_g2_E01611.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01688,physionet2021_georgia_g2_E01688.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01525,physionet2021_georgia_g2_E01525.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01396,physionet2021_georgia_g2_E01396.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01297,physionet2021_georgia_g2_E01297.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01354,physionet2021_georgia_g2_E01354.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01880,physionet2021_georgia_g2_E01880.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01418,physionet2021_georgia_g2_E01418.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01062,physionet2021_georgia_g2_E01062.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01224,physionet2021_georgia_g2_E01224.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01373,physionet2021_georgia_g2_E01373.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01951,physionet2021_georgia_g2_E01951.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01962,physionet2021_georgia_g2_E01962.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01936,physionet2021_georgia_g2_E01936.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01890,physionet2021_georgia_g2_E01890.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01853,physionet2021_georgia_g2_E01853.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01468,physionet2021_georgia_g2_E01468.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01036,physionet2021_georgia_g2_E01036.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01426,physionet2021_georgia_g2_E01426.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01112,physionet2021_georgia_g2_E01112.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01690,physionet2021_georgia_g2_E01690.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01526,physionet2021_georgia_g2_E01526.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01792,physionet2021_georgia_g2_E01792.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01273,physionet2021_georgia_g2_E01273.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01986,physionet2021_georgia_g2_E01986.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01857,physionet2021_georgia_g2_E01857.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01738,physionet2021_georgia_g2_E01738.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01088,physionet2021_georgia_g2_E01088.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01096,physionet2021_georgia_g2_E01096.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01427,physionet2021_georgia_g2_E01427.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01755,physionet2021_georgia_g2_E01755.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01342,physionet2021_georgia_g2_E01342.mat,valid
files/challenge-2021/1.0.3/training/georgia/g2/E01808,physionet2021_georgia_g2_E01808.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01193,physionet2021_georgia_g2_E01193.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01021,physionet2021_georgia_g2_E01021.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01803,physionet2021_georgia_g2_E01803.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01733,physionet2021_georgia_g2_E01733.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01754,physionet2021_georgia_g2_E01754.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01668,physionet2021_georgia_g2_E01668.mat,test
files/challenge-2021/1.0.3/training/georgia/g2/E01712,physionet2021_georgia_g2_E01712.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01479,physionet2021_georgia_g2_E01479.mat,train
files/challenge-2021/1.0.3/training/georgia/g2/E01143,physionet2021_georgia_g2_E01143.mat,train
